"filename", "language", "JSON with Comments", "TypeScript", "JSON", "Handlebars", "Docker", "Markdown", "Ignore", "JavaScript", "comment", "blank", "total"
"d:\2-2023\SOFTWARE 1\PROYECTO_DE_LA_MATERIA\PICSPEAK\nuevo\picSpeak-api\src\users\entities\individual-user.entity.ts", "TypeScript", 0, 54, 0, 0, 0, 0, 0, 0, 2, 21, 77
"d:\2-2023\SOFTWARE 1\PROYECTO_DE_LA_MATERIA\PICSPEAK\nuevo\picSpeak-api\src\users\entities\user.entity.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 10, 11, 41
"d:\2-2023\SOFTWARE 1\PROYECTO_DE_LA_MATERIA\PICSPEAK\nuevo\picSpeak-api\src\users\users.controller.ts", "TypeScript", 0, 35, 0, 0, 0, 0, 0, 0, 0, 8, 43
"d:\2-2023\SOFTWARE 1\PROYECTO_DE_LA_MATERIA\PICSPEAK\nuevo\picSpeak-api\src\users\users.module.ts", "TypeScript", 0, 16, 0, 0, 0, 0, 0, 0, 0, 3, 19
"d:\2-2023\SOFTWARE 1\PROYECTO_DE_LA_MATERIA\PICSPEAK\nuevo\picSpeak-api\src\users\users.service.ts", "TypeScript", 0, 164, 0, 0, 0, 0, 0, 0, 5, 37, 206
"d:\2-2023\SOFTWARE 1\PROYECTO_DE_LA_MATERIA\PICSPEAK\nuevo\picSpeak-api\test\app.e2e-spec.ts", "TypeScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 25
"d:\2-2023\SOFTWARE 1\PROYECTO_DE_LA_MATERIA\PICSPEAK\nuevo\picSpeak-api\test\jest-e2e.json", "JSON", 0, 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"d:\2-2023\SOFTWARE 1\PROYECTO_DE_LA_MATERIA\PICSPEAK\nuevo\picSpeak-api\tsconfig.build.json", "JSON", 0, 0, 3, 0, 0, 0, 0, 0, 2, 0, 5
"d:\2-2023\SOFTWARE 1\PROYECTO_DE_LA_MATERIA\PICSPEAK\nuevo\picSpeak-api\tsconfig.json", "JSON with Comments", 21, 0, 0, 0, 0, 0, 0, 0, 0, 1, 22
"Total", "-", 21, 3396, 13930, 6, 8, 61, 2, 25, 233, 862, 18544
